陕西电信,#genre#
BRTV新闻HD,http://123.121.63.95:8686/udp/239.3.1.159:8000
BRTV影视HD,http://123.121.63.95:8686/udp/239.3.1.158:8000
BRTV文艺HD,http://123.121.63.95:8686/udp/239.3.1.242:8000
BRTV财经HD,http://123.121.63.95:8686/udp/239.3.1.116:8000
BRTV生活HD,http://123.121.63.95:8686/udp/239.3.1.117:8000
BRTV纪实科教HD,http://123.121.63.95:8686/udp/239.3.1.115:8000
BRTV卡酷少儿HD,http://123.121.63.95:8686/udp/239.3.1.189:8000
BRTV冬奥纪实HD,http://123.121.63.95:8686/udp/239.3.1.243:8000
BRTV体育休闲,http://123.121.63.95:8686/udp/239.3.1.243:8000
BTV国际频道,http://123.121.63.95:8686/udp/239.3.1.235:8000
爱上4K,http://123.121.63.95:8686/udp/239.3.1.236:2000
4K超清,http://123.121.63.95:8686/udp/239.3.1.249:8001
淘电影HD,http://123.121.63.95:8686/udp/239.3.1.250:8001
纪实人文HD,http://123.121.63.95:8686/udp/239.3.1.212:8060
金鹰纪实HD,http://123.121.63.95:8686/udp/239.3.1.58:8156
淘剧场HD,http://123.121.63.95:8686/udp/239.3.1.95:8001
淘娱乐HD,http://123.121.63.95:8686/udp/239.3.1.100:8001
淘BabyHD,http://123.121.63.95:8686/udp/239.3.1.238:8001
萌宠TVHD,http://123.121.63.95:8686/udp/239.3.1.102:8001
湖南卫视HD,http://123.121.63.95:8686/udp/239.3.1.132:8012
东方卫视HD,http://123.121.63.95:8686/udp/239.3.1.136:8032
浙江卫视HD,http://123.121.63.95:8686/udp/239.3.1.137:8036
江苏卫视HD,http://123.121.63.95:8686/udp/239.3.1.135:8028
深圳卫视HD,http://123.121.63.95:8686/udp/239.3.1.134:8020
广东卫视HD,http://123.121.63.95:8686/udp/239.3.1.142:8048
安徽卫视HD,http://123.121.63.95:8686/udp/239.3.1.211:8064
天津卫视HD,http://123.121.63.95:8686/udp/239.3.1.141:1234
重庆卫视HD,http://123.121.63.95:8686/udp/239.3.1.122:8160
山东卫视HD,http://123.121.63.95:8686/udp/239.3.1.209:8052
黑龙江卫视HD,http://123.121.63.95:8686/udp/239.3.1.133:8016
河北卫视HD,http://123.121.63.95:8686/udp/239.3.1.148:8072
辽宁卫视HD,http://123.121.63.95:8686/udp/239.3.1.210:8056
湖北卫视HD,http://123.121.63.95:8686/udp/239.3.1.138:8044
吉林卫视HD,http://123.121.63.95:8686/udp/239.3.1.240:8172
贵州卫视HD,http://123.121.63.95:8686/udp/239.3.1.149:8076
东南卫视HD,http://123.121.63.95:8686/udp/239.3.1.156:8148
江西卫视HD,http://123.121.63.95:8686/udp/239.3.1.123:8164
中国交通HD,http://123.121.63.95:8686/udp/239.3.1.188:8001
朝阳融媒HD,http://123.121.63.95:8686/udp/239.3.1.163:8001
通州融媒HD,http://123.121.63.95:8686/udp/239.3.1.221:8001
密云电视台HD,http://123.121.63.95:8686/udp/239.3.1.154:8001
房山电视台,http://123.121.63.95:8686/udp/239.3.1.96:8001
CCTV-4 欧洲,http://123.121.63.95:8686/udp/239.3.1.213:4220
CCTV-4 美洲,http://123.121.63.95:8686/udp/239.3.1.214:4220
CGTN 新闻HD,http://123.121.63.95:8686/udp/239.3.1.215:4220
CGTN 记录HD,http://123.121.63.95:8686/udp/239.3.1.216:4220
CGTN 西班牙语HD,http://123.121.63.95:8686/udp/239.3.1.217:4220
CGTN 法语HD,http://123.121.63.95:8686/udp/239.3.1.218:4220
CGTN 阿拉伯语HD,http://123.121.63.95:8686/udp/239.3.1.219:4220
CGTN 俄语HD,http://123.121.63.95:8686/udp/239.3.1.220:4220
睛彩竞技HD,http://123.121.63.95:8686/udp/239.3.1.125:8001
睛彩篮球HD,http://123.121.63.95:8686/udp/239.3.1.126:8001
睛彩羽毛球HD,http://123.121.63.95:8686/udp/239.3.1.127:8001
睛彩广场舞HD,http://123.121.63.95:8686/udp/239.3.1.128:8001
淘精彩HD,http://123.121.63.95:8686/udp/239.3.1.178:8001
大健康HD,http://123.121.63.95:8686/udp/239.3.1.251:8001
CETV-1,http://123.121.63.95:8686/udp/239.3.1.57:8152

CCTV-1,http://61.48.189.27:1314/udp/239.3.1.129:8008
CCTV-2,http://61.48.189.27:1314/udp/239.3.1.60:8084
CCTV-3,http://61.48.189.27:1314/udp/239.3.1.172:8001
CCTV-4,http://61.48.189.27:1314/udp/239.3.1.105:8092
CCTV-5,http://61.48.189.27:1314/udp/239.3.1.173:8001
CCTV-5+,http://61.48.189.27:1314/udp/239.3.1.130:8004
CCTV-6,http://61.48.189.27:1314/udp/239.3.1.174:8001
CCTV-7,http://61.48.189.27:1314/udp/239.3.1.61:8104
CCTV-8,http://61.48.189.27:1314/udp/239.3.1.175:8001
CCTV-9,http://61.48.189.27:1314/udp/239.3.1.62:8112
CCTV-10,http://61.48.189.27:1314/udp/239.3.1.63:8116
CCTV-11,http://61.48.189.27:1314/udp/239.3.1.152:8120
CCTV-12,http://61.48.189.27:1314/udp/239.3.1.64:8124
CCTV-13,http://61.48.189.27:1314/udp/239.3.1.124:8128
CCTV-14,http://61.48.189.27:1314/udp/239.3.1.65:8132
CCTV-15,http://61.48.189.27:1314/udp/239.3.1.153:8136
CCTV-16,http://61.48.189.27:1314/udp/239.3.1.184:8001
CCTV-17,http://61.48.189.27:1314/udp/239.3.1.151:8144
BRTV北京卫视HD,http://61.48.189.27:1314/udp/239.3.1.241:8000
BRTV新闻HD,http://61.48.189.27:1314/udp/239.3.1.159:8000
BRTV影视HD,http://61.48.189.27:1314/udp/239.3.1.158:8000
BRTV文艺HD,http://61.48.189.27:1314/udp/239.3.1.242:8000
BRTV财经HD,http://61.48.189.27:1314/udp/239.3.1.116:8000
BRTV生活HD,http://61.48.189.27:1314/udp/239.3.1.117:8000
BRTV纪实科教HD,http://61.48.189.27:1314/udp/239.3.1.115:8000
BRTV卡酷少儿HD,http://61.48.189.27:1314/udp/239.3.1.189:8000
BRTV冬奥纪实HD,http://61.48.189.27:1314/udp/239.3.1.243:8000
BRTV体育休闲,http://61.48.189.27:1314/udp/239.3.1.243:8000
BTV国际频道,http://61.48.189.27:1314/udp/239.3.1.235:8000
爱上4K,http://61.48.189.27:1314/udp/239.3.1.236:2000
4K超清,http://61.48.189.27:1314/udp/239.3.1.249:8001
淘电影HD,http://61.48.189.27:1314/udp/239.3.1.250:8001
纪实人文HD,http://61.48.189.27:1314/udp/239.3.1.212:8060
金鹰纪实HD,http://61.48.189.27:1314/udp/239.3.1.58:8156
淘剧场HD,http://61.48.189.27:1314/udp/239.3.1.95:8001
淘娱乐HD,http://61.48.189.27:1314/udp/239.3.1.100:8001
淘BabyHD,http://61.48.189.27:1314/udp/239.3.1.238:8001
萌宠TVHD,http://61.48.189.27:1314/udp/239.3.1.102:8001
湖南卫视HD,http://61.48.189.27:1314/udp/239.3.1.132:8012
东方卫视HD,http://61.48.189.27:1314/udp/239.3.1.136:8032
浙江卫视HD,http://61.48.189.27:1314/udp/239.3.1.137:8036
江苏卫视HD,http://61.48.189.27:1314/udp/239.3.1.135:8028
深圳卫视HD,http://61.48.189.27:1314/udp/239.3.1.134:8020
广东卫视HD,http://61.48.189.27:1314/udp/239.3.1.142:8048
安徽卫视HD,http://61.48.189.27:1314/udp/239.3.1.211:8064
天津卫视HD,http://61.48.189.27:1314/udp/239.3.1.141:1234
重庆卫视HD,http://61.48.189.27:1314/udp/239.3.1.122:8160
山东卫视HD,http://61.48.189.27:1314/udp/239.3.1.209:8052
黑龙江卫视HD,http://61.48.189.27:1314/udp/239.3.1.133:8016
河北卫视HD,http://61.48.189.27:1314/udp/239.3.1.148:8072
辽宁卫视HD,http://61.48.189.27:1314/udp/239.3.1.210:8056
湖北卫视HD,http://61.48.189.27:1314/udp/239.3.1.138:8044
吉林卫视HD,http://61.48.189.27:1314/udp/239.3.1.240:8172
贵州卫视HD,http://61.48.189.27:1314/udp/239.3.1.149:8076
东南卫视HD,http://61.48.189.27:1314/udp/239.3.1.156:8148
江西卫视HD,http://61.48.189.27:1314/udp/239.3.1.123:8164
中国交通HD,http://61.48.189.27:1314/udp/239.3.1.188:8001
朝阳融媒HD,http://61.48.189.27:1314/udp/239.3.1.163:8001
通州融媒HD,http://61.48.189.27:1314/udp/239.3.1.221:8001
密云电视台HD,http://61.48.189.27:1314/udp/239.3.1.154:8001
房山电视台,http://61.48.189.27:1314/udp/239.3.1.96:8001
CCTV-4 欧洲,http://61.48.189.27:1314/udp/239.3.1.213:4220
CCTV-4 美洲,http://61.48.189.27:1314/udp/239.3.1.214:4220
CGTN 新闻HD,http://61.48.189.27:1314/udp/239.3.1.215:4220
CGTN 记录HD,http://61.48.189.27:1314/udp/239.3.1.216:4220
CGTN 西班牙语HD,http://61.48.189.27:1314/udp/239.3.1.217:4220
CGTN 法语HD,http://61.48.189.27:1314/udp/239.3.1.218:4220
CGTN 阿拉伯语HD,http://61.48.189.27:1314/udp/239.3.1.219:4220
CGTN 俄语HD,http://61.48.189.27:1314/udp/239.3.1.220:4220
睛彩竞技HD,http://61.48.189.27:1314/udp/239.3.1.125:8001
睛彩篮球HD,http://61.48.189.27:1314/udp/239.3.1.126:8001
睛彩羽毛球HD,http://61.48.189.27:1314/udp/239.3.1.127:8001
睛彩广场舞HD,http://61.48.189.27:1314/udp/239.3.1.128:8001
淘精彩HD,http://61.48.189.27:1314/udp/239.3.1.178:8001
大健康HD,http://61.48.189.27:1314/udp/239.3.1.251:8001
CETV-1,http://61.48.189.27:1314/udp/239.3.1.57:8152



甘肃电信,#genre#
CCTV-1,http://118.183.212.19:6868/udp/239.255.30.101:8231
CCTV-2,http://118.183.212.19:6868/udp/239.255.30.179:8231
CCTV-2,http://118.183.212.19:6868/udp/239.255.30.2:8231
CCTV-3,http://118.183.212.19:6868/udp/239.255.29.12:8231
CCTV-3,http://118.183.212.19:6868/udp/239.255.30.185:8231
CCTV-4,http://118.183.212.19:6868/udp/239.255.30.3:8231
CCTV-4,http://118.183.212.19:6868/udp/239.255.30.83:8231
CCTV-5,http://118.183.212.19:6868/udp/239.255.29.13:8231
CCTV-5,http://118.183.212.19:6868/udp/239.255.30.186:8231
CCTV-5,http://118.183.212.19:6868/udp/239.255.30.199:8231
CCTV-5+,http://118.183.212.19:6868/udp/239.255.30.184:8231
CCTV-6,http://118.183.212.19:6868/udp/239.255.29.14:8231
CCTV-6,http://118.183.212.19:6868/udp/239.255.30.187:8231
CCTV-7,http://118.183.212.19:6868/udp/239.255.30.178:8231
CCTV-7,http://118.183.212.19:6868/udp/239.255.30.4:8231
CCTV-8,http://118.183.212.19:6868/udp/239.255.29.15:8231
CCTV-8,http://118.183.212.19:6868/udp/239.255.30.188:8231
CCTV-9,http://118.183.212.19:6868/udp/239.255.30.180:8231
CCTV-9,http://118.183.212.19:6868/udp/239.255.30.74:8231
CCTV-10,http://118.183.212.19:6868/udp/239.255.30.10:8231
CCTV-10,http://118.183.212.19:6868/udp/239.255.30.181:8231
CCTV-11,http://118.183.212.19:6868/udp/239.255.30.62:8231
CCTV-11,http://118.183.212.19:6868/udp/239.255.30.7:8231
CCTV-12,http://118.183.212.19:6868/udp/239.255.30.182:8231
CCTV-12,http://118.183.212.19:6868/udp/239.255.30.8:8231
CCTV-13,http://118.183.212.19:6868/udp/239.255.29.28:8231
CCTV-13,http://118.183.212.19:6868/udp/239.255.30.9:8231
CCTV-14,http://118.183.212.19:6868/udp/239.255.30.183:8231
CCTV-15,http://118.183.212.19:6868/udp/239.255.30.68:8231
CCTV-16,http://118.183.212.19:6868/udp/239.255.30.88:8231
CCTV-17,http://118.183.212.19:6868/udp/239.255.30.96:8231
凤凰资讯,http://118.183.212.19:6868/udp/239.255.30.70:8231
凤凰中文,http://118.183.212.19:6868/udp/239.255.30.50:8231
凤凰香港,http://118.183.212.19:6868/udp/239.255.30.123:8231
甘肃影视,http://118.183.212.19:6868/udp/239.255.30.250:8231
甘肃少儿,http://118.183.212.19:6868/udp/239.255.30.254:8231
甘肃经济,http://118.183.212.19:6868/udp/239.255.30.253:8231
甘肃公共,http://118.183.212.19:6868/udp/239.255.30.251:8231
甘肃都市,http://118.183.212.19:6868/udp/239.255.30.252:8231
五星体育,http://118.183.212.19:6868/udp/239.255.29.45:8231
天津卫视,http://118.183.212.19:6868/udp/239.255.30.67:8231
体育,http://118.183.212.19:6868/udp/239.255.29.31:8231
体育,http://118.183.212.19:6868/udp/239.255.30.115:8231
体育,http://118.183.212.19:6868/udp/239.255.30.128:8231
重庆卫视,http://118.183.212.19:6868/udp/239.255.30.89:8231
浙江卫视,http://118.183.212.19:6868/udp/239.255.30.132:8231
云南卫视,http://118.183.212.19:6868/udp/239.255.29.2:8231
新闻,http://118.183.212.19:6868/udp/239.255.30.93:8231
四川卫视,http://118.183.212.19:6868/udp/239.255.30.91:8231
生活时尚,http://118.183.212.19:6868/udp/239.255.29.18:8231
深圳卫视,http://118.183.212.19:6868/udp/239.255.30.135:8231
山东卫视,http://118.183.212.19:6868/udp/239.255.30.139:8231
三沙卫视,http://118.183.212.19:6868/udp/239.255.29.46:8231
陇上生活,http://118.183.212.19:6868/udp/239.255.30.73:8231
临夏新闻,http://118.183.212.19:6868/udp/239.255.30.107:8231
临夏文旅,http://118.183.212.19:6868/udp/239.255.30.108:8231
临夏经济,http://118.183.212.19:6868/udp/239.255.30.106:8231
辽宁卫视,http://118.183.212.19:6868/udp/239.255.30.69:8231
卡酷少儿,http://118.183.212.19:6868/udp/239.255.29.38:8231
金鹰纪实,http://118.183.212.19:6868/udp/239.255.29.39:8231
金色学堂,http://118.183.212.19:6868/udp/239.255.29.23:8231
江西卫视,http://118.183.212.19:6868/udp/239.255.30.71:8231
江苏卫视,http://118.183.212.19:6868/udp/239.255.30.131:8231
纪实人文,http://118.183.212.19:6868/udp/239.255.30.176:8231
吉林卫视,http://118.183.212.19:6868/udp/239.255.29.5:8231
欢笑剧场,http://118.183.212.19:6868/udp/239.255.29.19:8231
欢笑剧场,http://118.183.212.19:6868/udp/239.255.29.7:8231
湖南卫视,http://118.183.212.19:6868/udp/239.255.30.136:8231
湖北卫视,http://118.183.212.19:6868/udp/239.255.30.138:8231
黑龙江卫视,http://118.183.212.19:6868/udp/239.255.30.137:8231
河南卫视,http://118.183.212.19:6868/udp/239.255.29.3:8231
河北卫视,http://118.183.212.19:6868/udp/239.255.30.85:8231
海南卫视,http://118.183.212.19:6868/udp/239.255.30.99:8231
哈哈炫动,http://118.183.212.19:6868/udp/239.255.29.37:8231
贵州卫视,http://118.183.212.19:6868/udp/239.255.30.98:8231
广西卫视,http://118.183.212.19:6868/udp/239.255.29.4:8231
广东卫视,http://118.183.212.19:6868/udp/239.255.30.134:8231
法治天地,http://118.183.212.19:6868/udp/239.255.29.24:8231
都市剧场,http://118.183.212.19:6868/udp/239.255.29.41:8231
都市,http://118.183.212.19:6868/udp/239.255.29.22:8231
动漫秀场,http://118.183.212.19:6868/udp/239.255.29.16:8231
东南卫视,http://118.183.212.19:6868/udp/239.255.30.86:8231
东方卫视,http://118.183.212.19:6868/udp/239.255.30.130:8231
东方财经,http://118.183.212.19:6868/udp/239.255.29.43:8231
北京卫视,http://118.183.212.19:6868/udp/239.255.30.133:8231
安徽卫视,http://118.183.212.19:6868/udp/239.255.30.84:8231
YZTV,http://118.183.212.19:6868/udp/239.255.30.175:8231
CETV-1,http://118.183.212.19:6868/udp/239.255.30.90:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.100:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.118:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.150:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.151:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.160:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.166:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.167:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.168:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.193:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.194:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.196:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.197:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.198:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.217:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.236:8231
Bestv,http://118.183.212.19:6868/udp/239.255.30.249:8231

CCTV-1,http://27.227.183.38:666/udp/239.255.30.101:8231
CCTV-2,http://27.227.183.38:666/udp/239.255.30.179:8231
CCTV-2,http://27.227.183.38:666/udp/239.255.30.2:8231
CCTV-3,http://27.227.183.38:666/udp/239.255.29.12:8231
CCTV-3,http://27.227.183.38:666/udp/239.255.30.185:8231
CCTV-4,http://27.227.183.38:666/udp/239.255.30.3:8231
CCTV-4,http://27.227.183.38:666/udp/239.255.30.83:8231
CCTV-5,http://27.227.183.38:666/udp/239.255.29.13:8231
CCTV-5,http://27.227.183.38:666/udp/239.255.30.186:8231
CCTV-5,http://27.227.183.38:666/udp/239.255.30.199:8231
CCTV-5+,http://27.227.183.38:666/udp/239.255.30.184:8231
CCTV-6,http://27.227.183.38:666/udp/239.255.29.14:8231
CCTV-6,http://27.227.183.38:666/udp/239.255.30.187:8231
CCTV-7,http://27.227.183.38:666/udp/239.255.30.178:8231
CCTV-7,http://27.227.183.38:666/udp/239.255.30.4:8231
CCTV-8,http://27.227.183.38:666/udp/239.255.29.15:8231
CCTV-8,http://27.227.183.38:666/udp/239.255.30.188:8231
CCTV-9,http://27.227.183.38:666/udp/239.255.30.180:8231
CCTV-9,http://27.227.183.38:666/udp/239.255.30.74:8231
CCTV-10,http://27.227.183.38:666/udp/239.255.30.10:8231
CCTV-10,http://27.227.183.38:666/udp/239.255.30.181:8231
CCTV-11,http://27.227.183.38:666/udp/239.255.30.62:8231
CCTV-11,http://27.227.183.38:666/udp/239.255.30.7:8231
CCTV-12,http://27.227.183.38:666/udp/239.255.30.182:8231
CCTV-12,http://27.227.183.38:666/udp/239.255.30.8:8231
CCTV-13,http://27.227.183.38:666/udp/239.255.29.28:8231
CCTV-13,http://27.227.183.38:666/udp/239.255.30.9:8231
CCTV-14,http://27.227.183.38:666/udp/239.255.30.183:8231
CCTV-15,http://27.227.183.38:666/udp/239.255.30.68:8231
CCTV-16,http://27.227.183.38:666/udp/239.255.30.88:8231
CCTV-17,http://27.227.183.38:666/udp/239.255.30.96:8231
凤凰资讯,http://27.227.183.38:666/udp/239.255.30.70:8231
凤凰中文,http://27.227.183.38:666/udp/239.255.30.50:8231
凤凰香港,http://27.227.183.38:666/udp/239.255.30.123:8231
甘肃影视,http://27.227.183.38:666/udp/239.255.30.250:8231
甘肃少儿,http://27.227.183.38:666/udp/239.255.30.254:8231
甘肃经济,http://27.227.183.38:666/udp/239.255.30.253:8231
甘肃公共,http://27.227.183.38:666/udp/239.255.30.251:8231
甘肃都市,http://27.227.183.38:666/udp/239.255.30.252:8231
五星体育,http://27.227.183.38:666/udp/239.255.29.45:8231
天津卫视,http://27.227.183.38:666/udp/239.255.30.67:8231
体育,http://27.227.183.38:666/udp/239.255.29.31:8231
体育,http://27.227.183.38:666/udp/239.255.30.115:8231
体育,http://27.227.183.38:666/udp/239.255.30.128:8231
重庆卫视,http://27.227.183.38:666/udp/239.255.30.89:8231
浙江卫视,http://27.227.183.38:666/udp/239.255.30.132:8231
云南卫视,http://27.227.183.38:666/udp/239.255.29.2:8231
新闻,http://27.227.183.38:666/udp/239.255.30.93:8231
四川卫视,http://27.227.183.38:666/udp/239.255.30.91:8231
生活时尚,http://27.227.183.38:666/udp/239.255.29.18:8231
深圳卫视,http://27.227.183.38:666/udp/239.255.30.135:8231
山东卫视,http://27.227.183.38:666/udp/239.255.30.139:8231
三沙卫视,http://27.227.183.38:666/udp/239.255.29.46:8231
陇上生活,http://27.227.183.38:666/udp/239.255.30.73:8231
临夏新闻,http://27.227.183.38:666/udp/239.255.30.107:8231
临夏文旅,http://27.227.183.38:666/udp/239.255.30.108:8231
临夏经济,http://27.227.183.38:666/udp/239.255.30.106:8231
辽宁卫视,http://27.227.183.38:666/udp/239.255.30.69:8231
卡酷少儿,http://27.227.183.38:666/udp/239.255.29.38:8231
金鹰纪实,http://27.227.183.38:666/udp/239.255.29.39:8231
金色学堂,http://27.227.183.38:666/udp/239.255.29.23:8231
江西卫视,http://27.227.183.38:666/udp/239.255.30.71:8231
江苏卫视,http://27.227.183.38:666/udp/239.255.30.131:8231
纪实人文,http://27.227.183.38:666/udp/239.255.30.176:8231
吉林卫视,http://27.227.183.38:666/udp/239.255.29.5:8231
欢笑剧场,http://27.227.183.38:666/udp/239.255.29.19:8231
欢笑剧场,http://27.227.183.38:666/udp/239.255.29.7:8231
湖南卫视,http://27.227.183.38:666/udp/239.255.30.136:8231
湖北卫视,http://27.227.183.38:666/udp/239.255.30.138:8231
黑龙江卫视,http://27.227.183.38:666/udp/239.255.30.137:8231
河南卫视,http://27.227.183.38:666/udp/239.255.29.3:8231
河北卫视,http://27.227.183.38:666/udp/239.255.30.85:8231
海南卫视,http://27.227.183.38:666/udp/239.255.30.99:8231
哈哈炫动,http://27.227.183.38:666/udp/239.255.29.37:8231
贵州卫视,http://27.227.183.38:666/udp/239.255.30.98:8231
广西卫视,http://27.227.183.38:666/udp/239.255.29.4:8231
广东卫视,http://27.227.183.38:666/udp/239.255.30.134:8231
法治天地,http://27.227.183.38:666/udp/239.255.29.24:8231
都市剧场,http://27.227.183.38:666/udp/239.255.29.41:8231
都市,http://27.227.183.38:666/udp/239.255.29.22:8231
动漫秀场,http://27.227.183.38:666/udp/239.255.29.16:8231
东南卫视,http://27.227.183.38:666/udp/239.255.30.86:8231
东方卫视,http://27.227.183.38:666/udp/239.255.30.130:8231
东方财经,http://27.227.183.38:666/udp/239.255.29.43:8231
北京卫视,http://27.227.183.38:666/udp/239.255.30.133:8231
安徽卫视,http://27.227.183.38:666/udp/239.255.30.84:8231
YZTV,http://27.227.183.38:666/udp/239.255.30.175:8231
CETV-1,http://27.227.183.38:666/udp/239.255.30.90:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.100:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.118:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.150:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.151:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.160:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.166:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.167:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.168:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.193:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.194:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.196:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.197:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.198:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.217:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.236:8231
Bestv,http://27.227.183.38:666/udp/239.255.30.249:8231

CCTV-1,http://60.164.229.241:4040/udp/239.255.30.101:8231
CCTV-2,http://60.164.229.241:4040/udp/239.255.30.179:8231
CCTV-2,http://60.164.229.241:4040/udp/239.255.30.2:8231
CCTV-3,http://60.164.229.241:4040/udp/239.255.29.12:8231
CCTV-3,http://60.164.229.241:4040/udp/239.255.30.185:8231
CCTV-4,http://60.164.229.241:4040/udp/239.255.30.3:8231
CCTV-4,http://60.164.229.241:4040/udp/239.255.30.83:8231
CCTV-5,http://60.164.229.241:4040/udp/239.255.29.13:8231
CCTV-5,http://60.164.229.241:4040/udp/239.255.30.186:8231
CCTV-5,http://60.164.229.241:4040/udp/239.255.30.199:8231
CCTV-5+,http://60.164.229.241:4040/udp/239.255.30.184:8231
CCTV-6,http://60.164.229.241:4040/udp/239.255.29.14:8231
CCTV-6,http://60.164.229.241:4040/udp/239.255.30.187:8231
CCTV-7,http://60.164.229.241:4040/udp/239.255.30.178:8231
CCTV-7,http://60.164.229.241:4040/udp/239.255.30.4:8231
CCTV-8,http://60.164.229.241:4040/udp/239.255.29.15:8231
CCTV-8,http://60.164.229.241:4040/udp/239.255.30.188:8231
CCTV-9,http://60.164.229.241:4040/udp/239.255.30.180:8231
CCTV-9,http://60.164.229.241:4040/udp/239.255.30.74:8231
CCTV-10,http://60.164.229.241:4040/udp/239.255.30.10:8231
CCTV-10,http://60.164.229.241:4040/udp/239.255.30.181:8231
CCTV-11,http://60.164.229.241:4040/udp/239.255.30.62:8231
CCTV-11,http://60.164.229.241:4040/udp/239.255.30.7:8231
CCTV-12,http://60.164.229.241:4040/udp/239.255.30.182:8231
CCTV-12,http://60.164.229.241:4040/udp/239.255.30.8:8231
CCTV-13,http://60.164.229.241:4040/udp/239.255.29.28:8231
CCTV-13,http://60.164.229.241:4040/udp/239.255.30.9:8231
CCTV-14,http://60.164.229.241:4040/udp/239.255.30.183:8231
CCTV-15,http://60.164.229.241:4040/udp/239.255.30.68:8231
CCTV-16,http://60.164.229.241:4040/udp/239.255.30.88:8231
CCTV-17,http://60.164.229.241:4040/udp/239.255.30.96:8231
凤凰资讯,http://60.164.229.241:4040/udp/239.255.30.70:8231
凤凰中文,http://60.164.229.241:4040/udp/239.255.30.50:8231
凤凰香港,http://60.164.229.241:4040/udp/239.255.30.123:8231
甘肃影视,http://60.164.229.241:4040/udp/239.255.30.250:8231
甘肃少儿,http://60.164.229.241:4040/udp/239.255.30.254:8231
甘肃经济,http://60.164.229.241:4040/udp/239.255.30.253:8231
甘肃公共,http://60.164.229.241:4040/udp/239.255.30.251:8231
甘肃都市,http://60.164.229.241:4040/udp/239.255.30.252:8231
五星体育,http://60.164.229.241:4040/udp/239.255.29.45:8231
天津卫视,http://60.164.229.241:4040/udp/239.255.30.67:8231
体育,http://60.164.229.241:4040/udp/239.255.29.31:8231
体育,http://60.164.229.241:4040/udp/239.255.30.115:8231
体育,http://60.164.229.241:4040/udp/239.255.30.128:8231
重庆卫视,http://60.164.229.241:4040/udp/239.255.30.89:8231
浙江卫视,http://60.164.229.241:4040/udp/239.255.30.132:8231
云南卫视,http://60.164.229.241:4040/udp/239.255.29.2:8231
新闻,http://60.164.229.241:4040/udp/239.255.30.93:8231
四川卫视,http://60.164.229.241:4040/udp/239.255.30.91:8231
生活时尚,http://60.164.229.241:4040/udp/239.255.29.18:8231
深圳卫视,http://60.164.229.241:4040/udp/239.255.30.135:8231
山东卫视,http://60.164.229.241:4040/udp/239.255.30.139:8231
三沙卫视,http://60.164.229.241:4040/udp/239.255.29.46:8231
陇上生活,http://60.164.229.241:4040/udp/239.255.30.73:8231
临夏新闻,http://60.164.229.241:4040/udp/239.255.30.107:8231
临夏文旅,http://60.164.229.241:4040/udp/239.255.30.108:8231
临夏经济,http://60.164.229.241:4040/udp/239.255.30.106:8231
辽宁卫视,http://60.164.229.241:4040/udp/239.255.30.69:8231
卡酷少儿,http://60.164.229.241:4040/udp/239.255.29.38:8231
金鹰纪实,http://60.164.229.241:4040/udp/239.255.29.39:8231
金色学堂,http://60.164.229.241:4040/udp/239.255.29.23:8231
江西卫视,http://60.164.229.241:4040/udp/239.255.30.71:8231
江苏卫视,http://60.164.229.241:4040/udp/239.255.30.131:8231
纪实人文,http://60.164.229.241:4040/udp/239.255.30.176:8231
吉林卫视,http://60.164.229.241:4040/udp/239.255.29.5:8231
欢笑剧场,http://60.164.229.241:4040/udp/239.255.29.19:8231
欢笑剧场,http://60.164.229.241:4040/udp/239.255.29.7:8231
湖南卫视,http://60.164.229.241:4040/udp/239.255.30.136:8231
湖北卫视,http://60.164.229.241:4040/udp/239.255.30.138:8231
